
=== START 2026-03-07 20:18:16 ===
CMD: /home/codespace/.python/current/bin/python3 /workspaces/Kalshi_alg/V1.py --ticker KXNCAAMBGAME-26MAR07URIFOR-FOR --yes-budget-cents 100 --no-budget-cents 100
20:18:17 INFO START | environment=PROD ticker=KXNCAAMBGAME-26MAR07URIFOR-FOR yes_budget_cents=100 no_budget_cents=100 price_structure=linear_cent fractional_trading=False dry_run=False websocket=wss://api.elections.kalshi.com/trade-api/ws/v2
20:18:17 INFO STARTUP_POSITION | contracts=0.00
20:18:17 INFO WS_CONNECTED_AND_SUBSCRIBED
20:18:17 INFO CREATE_OK | side=yes price_dollars=0.6200 remaining_contracts=1.00 order_id=aa235604-f975-411e-945e-3d042103c3a9
20:18:17 INFO CREATE_OK | side=no price_dollars=0.3600 remaining_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:17 INFO AMEND_OK | side=yes price_dollars=0.6100 total_fillable_contracts=1.00 order_id=aa235604-f975-411e-945e-3d042103c3a9
20:18:23 INFO AMEND_OK | side=yes price_dollars=0.6000 total_fillable_contracts=1.00 order_id=aa235604-f975-411e-945e-3d042103c3a9
20:18:23 INFO AMEND_OK | side=no price_dollars=0.3700 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:26 INFO AMEND_OK | side=no price_dollars=0.3600 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:26 INFO AMEND_OK | side=no price_dollars=0.3700 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:30 INFO AMEND_OK | side=no price_dollars=0.3600 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:30 INFO AMEND_OK | side=no price_dollars=0.3700 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:30 INFO ORDER_NOT_RESTING | side=yes status=executed order_id=aa235604-f975-411e-945e-3d042103c3a9
20:18:30 INFO CREATE_OK | side=yes price_dollars=0.5800 remaining_contracts=1.00 order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:18:31 INFO AMEND_OK | side=yes price_dollars=0.5900 total_fillable_contracts=1.00 order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:18:32 INFO AMEND_OK | side=no price_dollars=0.3800 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:33 INFO AMEND_OK | side=yes price_dollars=0.5800 total_fillable_contracts=1.00 order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:18:33 INFO AMEND_OK | side=no price_dollars=0.3900 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:33 INFO AMEND_OK | side=yes price_dollars=0.5700 total_fillable_contracts=1.00 order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:18:33 INFO AMEND_OK | side=no price_dollars=0.4000 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:33 INFO AMEND_OK | side=yes price_dollars=0.5600 total_fillable_contracts=1.00 order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:18:33 INFO AMEND_OK | side=no price_dollars=0.4100 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:33 INFO AMEND_OK | side=yes price_dollars=0.5500 total_fillable_contracts=1.00 order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:18:36 INFO AMEND_OK | side=no price_dollars=0.4200 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:40 INFO AMEND_OK | side=yes price_dollars=0.5400 total_fillable_contracts=1.00 order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:18:40 INFO AMEND_OK | side=no price_dollars=0.4300 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:45 INFO AMEND_OK | side=no price_dollars=0.4200 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:46 INFO AMEND_OK | side=no price_dollars=0.4300 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:46 INFO AMEND_OK | side=no price_dollars=0.4200 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:47 INFO AMEND_OK | side=no price_dollars=0.4300 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:49 INFO AMEND_OK | side=no price_dollars=0.4200 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:49 INFO AMEND_OK | side=no price_dollars=0.4300 total_fillable_contracts=2.00 order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:57 INFO CANCEL_REQUESTED | side=no reason=refresh_expiring_quote order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:57 INFO ORDER_NOT_RESTING | side=no status=canceled order_id=c82de3b8-e598-4339-9a4f-0afd7b7b2c4a
20:18:57 INFO CREATE_OK | side=no price_dollars=0.4200 remaining_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:18:57 INFO AMEND_OK | side=no price_dollars=0.4300 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:18:58 INFO AMEND_OK | side=no price_dollars=0.4200 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:18:58 INFO AMEND_OK | side=yes price_dollars=0.5500 total_fillable_contracts=1.00 order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:19:01 INFO AMEND_OK | side=no price_dollars=0.4100 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:01 INFO AMEND_OK | side=no price_dollars=0.4200 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:04 INFO AMEND_OK | side=no price_dollars=0.4100 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:06 INFO AMEND_OK | side=no price_dollars=0.4200 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:07 INFO ORDER_NOT_RESTING | side=yes status=executed order_id=f0afd991-ce6c-49d0-be50-601565889ae2
20:19:07 INFO STALE_ORDER_RECOVER | side=yes order_id=None
20:19:07 INFO CREATE_OK | side=yes price_dollars=0.5400 remaining_contracts=1.00 order_id=f36b1775-fde0-4ad1-86e8-18810e35cb63
20:19:07 INFO AMEND_OK | side=yes price_dollars=0.5300 total_fillable_contracts=1.00 order_id=f36b1775-fde0-4ad1-86e8-18810e35cb63
20:19:07 INFO AMEND_OK | side=yes price_dollars=0.5200 total_fillable_contracts=1.00 order_id=f36b1775-fde0-4ad1-86e8-18810e35cb63
20:19:07 INFO AMEND_OK | side=no price_dollars=0.4400 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:07 INFO AMEND_OK | side=no price_dollars=0.4500 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:08 INFO ORDER_NOT_RESTING | side=yes status=executed order_id=f36b1775-fde0-4ad1-86e8-18810e35cb63
20:19:08 INFO CREATE_OK | side=yes price_dollars=0.4400 remaining_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:09 INFO AMEND_OK | side=no price_dollars=0.4700 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:09 INFO AMEND_OK | side=yes price_dollars=0.5100 total_fillable_contracts=1.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:09 INFO AMEND_OK | side=no price_dollars=0.4500 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:09 INFO AMEND_OK | side=no price_dollars=0.4400 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:09 INFO AMEND_OK | side=no price_dollars=0.4500 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:09 INFO AMEND_OK | side=no price_dollars=0.4600 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:11 INFO AMEND_OK | side=yes price_dollars=0.5000 total_fillable_contracts=1.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:11 INFO AMEND_OK | side=no price_dollars=0.4700 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:11 INFO AMEND_OK | side=yes price_dollars=0.4600 total_fillable_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:11 INFO AMEND_OK | side=yes price_dollars=0.4700 total_fillable_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:11 INFO AMEND_OK | side=no price_dollars=0.4800 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:11 INFO AMEND_OK | side=no price_dollars=0.5000 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:12 INFO AMEND_OK | side=yes price_dollars=0.3800 total_fillable_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:12 INFO AMEND_OK | side=no price_dollars=0.5100 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:12 INFO AMEND_OK | side=yes price_dollars=0.4000 total_fillable_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:12 INFO AMEND_OK | side=no price_dollars=0.5200 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:12 INFO AMEND_OK | side=yes price_dollars=0.4100 total_fillable_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:12 INFO AMEND_OK | side=no price_dollars=0.5100 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:12 INFO AMEND_OK | side=yes price_dollars=0.4200 total_fillable_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:12 INFO AMEND_OK | side=no price_dollars=0.4600 total_fillable_contracts=2.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:13 INFO AMEND_OK | side=no price_dollars=0.5100 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:13 INFO AMEND_OK | side=no price_dollars=0.5000 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:13 INFO AMEND_OK | side=no price_dollars=0.5200 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:13 INFO AMEND_OK | side=yes price_dollars=0.4500 total_fillable_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
20:19:13 INFO AMEND_OK | side=no price_dollars=0.5100 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:13 INFO AMEND_OK | side=no price_dollars=0.5000 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:14 INFO AMEND_OK | side=no price_dollars=0.5100 total_fillable_contracts=1.00 order_id=acfedbe1-f771-4296-93e0-0e8c760f9015
20:19:18 INFO AMEND_OK | side=yes price_dollars=0.4600 total_fillable_contracts=2.00 order_id=978dc55c-5dbd-4154-8996-31b32ac77f8c
